record_id,redacted_data_json,is_pii
29,"{""username"": ""techguru"", ""last_login"": ""2024-01-20""}",FALSE
30,"{""aadhar"": ""[REDACTED_AADHAR]"", ""kyc_status"": ""pending""}",TRUE
31,"{""category"": ""Books"", ""author"": ""Chetan Bhagat""}",FALSE
32,"{""name"": ""MXXXX JXXXX"", ""email"": ""meXXXXX@workplace.com"", ""device_type"": ""Android""}",TRUE
33,"{""session_id"": ""SESS789123"", ""duration"": ""45 minutes""}",FALSE
34,"{""upi_id"": ""meXXXXXX@okaxis"", ""payment_method"": ""UPI""}",TRUE
35,"{""region"": ""North India"", ""warehouse_code"": ""WH001""}",FALSE
36,"{""name"": ""Arjun Malhotra"", ""address"": ""321 Connaught Place, New Delhi, 110001"", ""phone"": ""[REDACTED_PHONE]""}",TRUE
37,"{""subscription_type"": ""Premium"", ""renewal_date"": ""2024-06-15""}",FALSE
38,"{""passport"": ""[REDACTED_PASSPORT]"", ""country"": ""India""}",TRUE
39,"{""first_name"": ""Kavya"", ""gender"": ""Female"", ""age_group"": ""25-35""}",FALSE
40,"{""aadhar"": ""[REDACTED_AADHAR]"", ""bank_verification"": ""success""}",TRUE
41,"{""brand"": ""Nike"", ""model"": ""Air Max"", ""size"": ""9""}",FALSE
42,"{""name"": ""SXXXXXXXX NXXX"", ""email"": ""siXXXXXX@tech.com"", ""ip_address"": ""203.192.1.XXX""}",TRUE
43,"{""currency"": ""INR"", ""exchange_rate"": 83.25}",FALSE
44,"{""phone"": ""[REDACTED_PHONE]"", ""notification_preference"": ""SMS""}",TRUE
45,"{""product_rating"": 4.5, ""review_count"": 150}",FALSE
46,"{""upi_id"": ""faXXXXXXXXXXX@ibl"", ""family_size"": 4}",TRUE
47,"{""zip_code"": ""560001"", ""delivery_zone"": ""Zone_A""}",FALSE
48,"{""name"": ""PXXXX DXXXX"", ""address"": ""567 FC Road, Pune, 411016"", ""email"": ""poXXXXXXXXX@email.in""}",TRUE
49,"{""app_name"": ""Flipkart"", ""version"": ""8.21.0""}",FALSE
50,"{""passport"": ""[REDACTED_PASSPORT]"", ""issue_date"": ""2020-05-10""}",TRUE
51,"{""last_name"": ""Iyer"", ""profession"": ""Software Engineer""}",FALSE
52,"{""aadhar"": ""[REDACTED_AADHAR]"", ""address_proof"": ""verified""}",TRUE
53,"{""email"": ""support@flipkart.com"", ""ticket_id"": ""TICK456""}",FALSE
54,"{""name"": ""RXXXX KXXXXXXX"", ""phone"": ""[REDACTED_PHONE]"", ""device_id"": ""[REDACTED_DEVICE_ID]""}",TRUE
55,"{""search_query"": ""bluetooth headphones"", ""filters"": ""price,brand""}",FALSE
56,"{""upi_id"": ""87XXXXXXXX@paytm"", ""auto_debit"": true}",TRUE
57,"{""state_code"": ""MH"", ""gst_number"": ""27ABCDE1234F1Z5""}",FALSE
58,"{""name"": ""LXXXXXX VXXXXX"", ""email"": ""laXXXXXXX@company.org"", ""address"": ""890 Anna Salai, Chennai, 600002""}",TRUE
59,"{""feature_flag"": ""new_checkout"", ""enabled"": true}",FALSE
60,"{""phone"": ""[REDACTED_PHONE]"", ""otp_verification"": ""pending""}",TRUE
61,"{""discount_code"": ""SAVE20"", ""validity"": ""2024-03-31""}",FALSE
62,"{""passport"": ""[REDACTED_PASSPORT]"", ""nationality"": ""Indian""}",TRUE
63,"{""first_name"": ""Rohan"", ""wishlist_count"": 15}",FALSE
64,"{""aadhar"": ""[REDACTED_AADHAR]"", ""biometric_status"": ""matched""}",TRUE
65,"{""payment_gateway"": ""Razorpay"", ""transaction_fee"": 25}",FALSE
66,"{""name"": ""NXXXX BXXXXX"", ""address"": ""123 Civil Lines, Jaipur, 302006"", ""ip_address"": ""122.161.49.XXX""}",TRUE
67,"{""inventory_id"": ""INV789"", ""stock_level"": 50}",FALSE
68,"{""upi_id"": ""buXXXXXX@axisbank"", ""merchant_category"": ""retail""}",TRUE
69,"{""city"": ""Hyderabad"", ""weather"": ""partly_cloudy""}",FALSE
70,"{""phone"": ""[REDACTED_PHONE]"", ""call_preference"": ""evening""}",TRUE
71,"{""coupon_code"": ""FIRST10"", ""usage_count"": 1}",FALSE
72,"{""name"": ""KXXXXXX SXXXXXXXXXX"", ""email"": ""kaXXXXXXX@work.com"", ""device_type"": ""iOS""}",TRUE
73,"{""logistics_partner"": ""BlueDart"", ""tracking_id"": ""BD123456789""}",FALSE
74,"{""passport"": ""[REDACTED_PASSPORT]"", ""expiry_date"": ""2030-12-15""}",TRUE
75,"{""age"": 32, ""income_bracket"": ""middle_class""}",FALSE
76,"{""aadhar"": ""[REDACTED_AADHAR]"", ""mobile_linked"": true}",TRUE
77,"{""return_reason"": ""size_issue"", ""refund_amount"": 899}",FALSE
78,"{""name"": ""DXXXX SXXXXX"", ""phone"": ""[REDACTED_PHONE]"", ""email"": ""diXXX@personal.com""}",TRUE
79,"{""seller_id"": ""SELLER001"", ""rating"": 4.2}",FALSE
80,"{""upi_id"": ""shXX@hdfcbank"", ""settlement_cycle"": ""T+2""}",TRUE
81,"{""recommendation_type"": ""collaborative"", ""confidence"": 0.85}",FALSE
82,"{""name"": ""MXXXXX AXXXXXX"", ""address"": ""456 Mall Road, Shimla, 171001"", ""email"": ""maXXXXXXX@email.com""}",TRUE
83,"{""api_version"": ""v2.1"", ""response_time"": ""120ms""}",FALSE
84,"{""phone"": ""[REDACTED_PHONE]"", ""language_preference"": ""Hindi""}",TRUE
85,"{""last_name"": ""Reddy"", ""occupation"": ""Doctor""}",FALSE
86,"{""passport"": ""[REDACTED_PASSPORT]"", ""visa_required"": false}",TRUE
87,"{""affiliate_id"": ""AFF789"", ""commission_rate"": 5}",FALSE
88,"{""aadhar"": ""[REDACTED_AADHAR]"", ""ekyc_timestamp"": ""2024-01-15T10:30:00Z""}",TRUE
89,"{""utm_source"": ""google"", ""campaign"": ""winter_sale""}",FALSE
90,"{""name"": ""AXXXXX RXX"", ""email"": ""anXXXXXXXX@university.edu"", ""ip_address"": ""157.49.183.XXX""}",TRUE
91,"{""fraud_score"": 0.15, ""risk_level"": ""low""}",FALSE
92,"{""upi_id"": ""78XXXXXXXX@ybl"", ""bank_name"": ""State Bank""}",TRUE
93,"{""search_filter"": ""electronics"", ""sort_by"": ""price_low_to_high""}",FALSE
94,"{""phone"": ""[REDACTED_PHONE]"", ""two_factor_auth"": true}",TRUE
95,"{""first_name"": ""Arun"", ""cart_value"": 2500}",FALSE
96,"{""name"": ""Preeti Kulkarni"", ""address"": ""789 Law Garden, Ahmedabad, 380006"", ""phone"": ""[REDACTED_PHONE]""}",TRUE
97,"{""machine_learning_model"": ""recommendation_v3"", ""accuracy"": 0.92}",FALSE
98,"{""passport"": ""[REDACTED_PASSPORT]"", ""place_of_issue"": ""Mumbai""}",TRUE
99,"{""city"": ""Bangalore"", ""traffic_condition"": ""moderate""}",FALSE
100,"{""aadhar"": ""[REDACTED_AADHAR]"", ""consent_given"": true}",TRUE
101,"{""email"": ""newsletter@flipkart.com"", ""unsubscribe_rate"": 0.02}",FALSE
102,"{""name"": ""SXXXXX PXXXXX"", ""email"": ""suXXXXXXXXXXX@office.com"", ""device_id"": ""[REDACTED_DEVICE_ID]""}",TRUE
103,"{""performance_metric"": ""page_load_time"", ""value"": ""2.1s""}",FALSE
104,"{""upi_id"": ""quXXXXXX@kotak"", ""limit_daily"": 50000}",TRUE
105,"{""last_name"": ""Gupta"", ""education"": ""MBA""}",FALSE
106,"{""phone"": ""[REDACTED_PHONE]"", ""marketing_consent"": false}",TRUE
107,"{""analytics_event"": ""product_view"", ""timestamp"": ""2024-01-20T14:22:33Z""}",FALSE
108,"{""name"": ""RXXXXX JXXX"", ""address"": ""321 Residency Road, Mysore, 570001"", ""email"": ""raXXXX@workplace.in""}",TRUE
109,"{""cache_hit_ratio"": 0.78, ""response_cached"": true}",FALSE
110,"{""passport"": ""[REDACTED_PASSPORT]"", ""passport_type"": ""ordinary""}",TRUE
111,"{""first_name"": ""Vivek"", ""subscription_status"": ""active""}",FALSE
112,"{""aadhar"": ""[REDACTED_AADHAR]"", ""demographic_verified"": true}",TRUE
113,"{""a_b_test"": ""checkout_flow_v2"", ""variant"": ""B""}",FALSE
114,"{""name"": ""KXXXXX MXXXX"", ""phone"": ""[REDACTED_PHONE]"", ""email"": ""kaXXXXXXXXXX@gmail.com""}",TRUE
115,"{""geo_location"": ""lat:12.9716,lng:77.5946"", ""accuracy"": ""10m""}",FALSE
116,"{""upi_id"": ""65XXXXXXXX@paytm"", ""merchant_type"": ""individual""}",TRUE
117,"{""database_query"": ""SELECT * FROM products"", ""execution_time"": ""45ms""}",FALSE
118,"{""phone"": ""[REDACTED_PHONE]"", ""device_brand"": ""Samsung""}",TRUE
119,"{""last_name"": ""Singh"", ""marital_status"": ""married""}",FALSE
120,"{""name"": ""AXXXX PXXXXX"", ""address"": ""654 Station Road, Lucknow, 226001"", ""ip_address"": ""49.15.183.XXX""}",TRUE
121,"{""content_type"": ""application/json"", ""encoding"": ""utf-8""}",FALSE
122,"{""passport"": ""[REDACTED_PASSPORT]"", ""biometric_enrolled"": true}",TRUE
123,"{""city"": ""Coimbatore"", ""pincode"": ""641001""}",FALSE
124,"{""aadhar"": ""[REDACTED_AADHAR]"", ""otp_verified"": true}",TRUE
125,"{""recommendation_engine"": ""neural_cf"", ""training_date"": ""2024-01-01""}",FALSE
126,"{""name"": ""GXXXXX RXXXX"", ""email"": ""geXXXXXXXXXX@company.com"", ""device_type"": ""Desktop""}",TRUE
127,"{""webhook_url"": ""https://api.example.com/webhook"", ""status"": ""active""}",FALSE
128,"{""upi_id"": ""shXXXXXX@icici"", ""autopay_enabled"": false}",TRUE
129,"{""first_name"": ""Mohit"", ""preferred_language"": ""English""}",FALSE
130,"{""phone"": ""[REDACTED_PHONE]"", ""carrier"": ""Airtel""}",TRUE
131,"{""inventory_turnover"": 4.2, ""stock_out_rate"": 0.08}",FALSE
132,"{""name"": ""Shweta Kapoor"", ""address"": ""987 Sector 15, Noida, 201301"", ""phone"": ""[REDACTED_PHONE]""}",TRUE
133,"{""service_level"": ""premium"", ""response_time_sla"": ""< 1 hour""}",FALSE
134,"{""passport"": ""[REDACTED_PASSPORT]"", ""emergency_contact"": ""98XXXXXX10""}",TRUE
135,"{""last_name"": ""Nair"", ""hobby"": ""photography""}",FALSE
136,"{""aadhar"": ""[REDACTED_AADHAR]"", ""photo_verification"": ""passed""}",TRUE
137,"{""feature_toggle"": ""new_ui"", ""rollout_percentage"": 25}",FALSE
138,"{""name"": ""HXXXXX KXXXX"", ""email"": ""haXXXXXXXXXX@tech.org"", ""ip_address"": ""203.88.138.XXX""}",TRUE
139,"{""data_pipeline"": ""etl_v2"", ""processed_records"": 1000000}",FALSE
140,"{""upi_id"": ""54XXXXXXXX@ybl"", ""transaction_limit"": 100000}",TRUE
141,"{""search_algorithm"": ""elasticsearch"", ""index_size"": ""2.5GB""}",FALSE
142,"{""phone"": ""[REDACTED_PHONE]"", ""roaming_status"": false}",TRUE
143,"{""city"": ""Kochi"", ""state"": ""Kerala""}",FALSE
144,"{""name"": ""RXXXXX SXXXXX"", ""address"": ""234 Park Avenue, Gurgaon, 122001"", ""email"": ""riXXXX@company.net""}",TRUE
145,"{""microservice"": ""user_service"", ""health_status"": ""healthy""}",FALSE
146,"{""passport"": ""[REDACTED_PASSPORT]"", ""pages_remaining"": 28}",TRUE
147,"{""first_name"": ""Deepak"", ""loyalty_tier"": ""gold""}",FALSE
148,"{""aadhar"": ""[REDACTED_AADHAR]"", ""fingerprint_matched"": true}",TRUE
149,"{""cdn_cache"": ""cloudflare"", ""hit_ratio"": 0.89}",FALSE
150,"{""name"": ""PXXXXXXX CXXXXXXXX"", ""phone"": ""[REDACTED_PHONE]"", ""email"": ""prXXXXXXXX@personal.in""}",TRUE
151,"{""log_level"": ""INFO"", ""message"": ""Transaction completed successfully""}",FALSE
152,"{""upi_id"": ""faXXXX@sbi"", ""beneficiary_count"": 3}",TRUE
153,"{""machine_id"": ""ML789"", ""cpu_utilization"": 65}",FALSE
154,"{""phone"": ""[REDACTED_PHONE]"", ""do_not_disturb"": true}",TRUE
155,"{""last_name"": ""Mishra"", ""department"": ""Engineering""}",FALSE
156,"{""name"": ""AXXXX BXXXX"", ""address"": ""567 Race Course Road, Bangalore, 560001"", ""ip_address"": ""117.196.143.XXX""}",TRUE
157,"{""kubernetes_pod"": ""api-server-v2"", ""replicas"": 3}",FALSE
158,"{""passport"": ""[REDACTED_PASSPORT]"", ""sponsor_required"": false}",TRUE
159,"{""city"": ""Indore"", ""region"": ""Central India""}",FALSE
160,"{""aadhar"": ""[REDACTED_AADHAR]"", ""iris_scan"": ""verified""}",TRUE
161,"{""email"": ""admin@system.com"", ""role"": ""system_admin""}",FALSE
162,"{""name"": ""SXXXXX JXXXX"", ""email"": ""saXXXXXXXXXX@workplace.com"", ""device_id"": ""[REDACTED_DEVICE_ID]""}",TRUE
163,"{""ssl_certificate"": ""valid"", ""expiry"": ""2024-12-31""}",FALSE
164,"{""upi_id"": ""43XXXXXXXX@okaxis"", ""insurance_linked"": true}",TRUE
165,"{""first_name"": ""Neha"", ""age_verification"": ""completed""}",FALSE
166,"{""phone"": ""[REDACTED_PHONE]"", ""backup_number"": ""+91-8765432109""}",TRUE
167,"{""monitoring_alert"": ""high_memory_usage"", ""threshold_exceeded"": true}",FALSE
168,"{""name"": ""Vishal Agarwal"", ""address"": ""890 Commercial Street, Bangalore, 560001"", ""phone"": ""[REDACTED_PHONE]""}",TRUE
169,"{""load_balancer"": ""nginx"", ""upstream_servers"": 4}",FALSE
170,"{""passport"": ""[REDACTED_PASSPORT]"", ""travel_history"": ""USA,UAE,UK""}",TRUE
171,"{""last_name"": ""Patel"", ""blood_group"": ""O+""}",FALSE
172,{},FALSE
173,"{""api_rate_limit"": 1000, ""current_usage"": 245}",FALSE
174,"{""name"": ""AXXXXX VXXXX"", ""email"": ""anXXXXXXXXXX@office.in"", ""ip_address"": ""59.144.123.XXX""}",TRUE
175,"{""database_connection"": ""mysql"", ""pool_size"": 20}",FALSE
176,"{""upi_id"": ""waXXXX@phonepe"", ""balance_inquiry"": true}",TRUE
177,"{""city"": ""Nagpur"", ""timezone"": ""Asia/Kolkata""}",FALSE
178,"{""phone"": ""[REDACTED_PHONE]"", ""international_roaming"": false}",TRUE
179,"{""first_name"": ""Rakesh"", ""credit_score"": 750}",FALSE
180,"{""name"": ""SXXXXX DXXX"", ""address"": ""123 Gandhi Nagar, Patna, 800001"", ""email"": ""suXXXXXXXXX@email.org""}",TRUE
181,"{""message_queue"": ""rabbitmq"", ""queue_depth"": 150}",FALSE
182,"{""passport"": ""[REDACTED_PASSPORT]"", ""diplomatic_status"": false}",TRUE
183,"{""last_name"": ""Yadav"", ""experience"": ""5 years""}",FALSE
184,{},FALSE
185,"{""security_scan"": ""passed"", ""vulnerabilities_found"": 0}",FALSE
186,"{""name"": ""RXXX SXXXX"", ""phone"": ""[REDACTED_PHONE]"", ""email"": ""riXXXXXXXX@company.com""}",TRUE
187,"{""container_registry"": ""docker_hub"", ""image_version"": ""v1.2.3""}",FALSE
188,"{""upi_id"": ""32XXXXXXXX@paytm"", ""pin_change_required"": false}",TRUE
189,"{""city"": ""Chandigarh"", ""weather_forecast"": ""sunny""}",FALSE
190,"{""phone"": ""[REDACTED_PHONE]"", ""fiber_connection"": true}",TRUE
191,"{""first_name"": ""Manoj"", ""vehicle_type"": ""sedan""}",FALSE
192,"{""name"": ""KXXXXXX RXXXX"", ""address"": ""456 Jubilee Hills, Hyderabad, 500033"", ""ip_address"": ""14.139.56.XXX""}",TRUE
193,"{""elastic_search"": ""cluster_healthy"", ""nodes"": 5}",FALSE
194,"{""passport"": ""[REDACTED_PASSPORT]"", ""minor_dependent"": false}",TRUE
195,"{""last_name"": ""Jain"", ""dietary_preference"": ""vegetarian""}",FALSE
196,"{""aadhar"": ""[REDACTED_AADHAR]"", ""family_head"": true}",TRUE
197,"{""prometheus_metric"": ""http_requests_total"", ""value"": 50000}",FALSE
198,"{""name"": ""AXXXXXXX TXXXXX"", ""email"": ""abXXXXXXXXXXXXX@work.com"", ""device_type"": ""Mobile""}",TRUE
199,"{""grafana_dashboard"": ""system_overview"", ""panels"": 12}",FALSE
200,"{""upi_id"": ""saXXXXX@unionbank"", ""interest_rate"": 3.5}",TRUE
201,"{""city"": ""Bhopal"", ""air_quality"": ""moderate""}",FALSE
202,"{""phone"": ""[REDACTED_PHONE]"", ""plan_type"": ""postpaid""}",TRUE
203,"{""first_name"": ""Shalini"", ""favorite_color"": ""blue""}",FALSE
204,"{""name"": ""Rohit Malhotra"", ""address"": ""789 CP Street, New Delhi, 110001"", ""phone"": ""[REDACTED_PHONE]""}",TRUE
205,"{""jenkins_build"": ""successful"", ""build_number"": 156}",FALSE
206,{},FALSE
207,"{""last_name"": ""Chopra"", ""shoe_size"": 9}",FALSE
208,"{""aadhar"": ""[REDACTED_AADHAR]"", ""nomination_updated"": true}",TRUE
209,"{""terraform_state"": ""applied"", ""resources"": 23}",FALSE
210,"{""name"": ""SXXXXX SXXXXX"", ""email"": ""shXXXXXXXXXXX@personal.com"", ""ip_address"": ""122.161.85.XXX""}",TRUE
211,"{""ansible_playbook"": ""deploy_app"", ""tasks"": 15}",FALSE
212,"{""upi_id"": ""21XXXXXXXX@ybl"", ""kyc_level"": ""full""}",TRUE
213,"{""city"": ""Vadodara"", ""population"": 1670000}",FALSE
214,"{""phone"": ""[REDACTED_PHONE]"", ""signal_strength"": ""-65dBm""}",TRUE
215,"{""first_name"": ""Gaurav"", ""t_shirt_size"": ""L""}",FALSE
216,"{""name"": ""MXXXXXX DXXXX"", ""address"": ""321 Film City, Mumbai, 400059"", ""email"": ""maXXXXX@bollywood.com""}",TRUE
217,"{""docker_compose"": ""version_3"", ""services"": 8}",FALSE
218,"{""passport"": ""[REDACTED_PASSPORT]"", ""blood_type"": ""A+""}",TRUE
219,"{""last_name"": ""Bansal"", ""coffee_preference"": ""cappuccino""}",FALSE
220,"{""aadhar"": ""[REDACTED_AADHAR]"", ""senior_citizen"": false}",TRUE
221,"{""nagios_check"": ""ok"", ""last_check"": ""2024-01-20T15:30:00Z""}",FALSE
222,"{""name"": ""NXXXXX SXXXXX"", ""phone"": ""[REDACTED_PHONE]"", ""email"": ""niXXXXXXXXXXX@tech.in""}",TRUE
223,"{""zabbix_host"": ""web_server_01"", ""status"": ""monitored""}",FALSE
224,"{""upi_id"": ""buXXXXXX@yesbank"", ""gst_registered"": true}",TRUE
225,"{""city"": ""Surat"", ""textile_hub"": true}",FALSE
226,"{""phone"": ""[REDACTED_PHONE]"", ""voicemail_enabled"": false}",TRUE
227,"{""first_name"": ""Pooja"", ""pet_name"": ""Bruno""}",FALSE
228,"{""name"": ""KXXXX KXXXX"", ""address"": ""654 Residency Road, Mysore, 570001"", ""ip_address"": ""203.192.214.XXX""}",TRUE
229,"{""splunk_index"": ""main"", ""events_per_day"": 1000000}",FALSE
230,"{""passport"": ""[REDACTED_PASSPORT]"", ""dual_citizenship"": false}",TRUE
231,"{""last_name"": ""Agrawal"", ""music_preference"": ""classical""}",FALSE
232,"{""aadhar"": ""[REDACTED_AADHAR]"", ""disability_certificate"": false}",TRUE
233,"{""elk_stack"": ""7.10.2"", ""log_retention"": ""30_days""}",FALSE
234,"{""name"": ""SXXXX NXXXX"", ""email"": ""swXXXXXXXXX@university.ac.in"", ""device_id"": ""[REDACTED_DEVICE_ID]""}",TRUE
235,"{""redis_cache"": ""cluster_mode"", ""memory_usage"": ""2.1GB""}",FALSE
236,"{""upi_id"": ""10XXXXXXXX@paytm"", ""fraud_alert"": false}",TRUE
237,"{""city"": ""Jodhpur"", ""heritage_site"": true}",FALSE
238,"{""phone"": ""[REDACTED_PHONE]"", ""emergency_contact"": true}",TRUE
239,"{""first_name"": ""Arpit"", ""gaming_preference"": ""FPS""}",FALSE
240,"{""name"": ""Geeta Patel"", ""address"": ""987 Law Garden Road, Ahmedabad, 380006"", ""phone"": ""[REDACTED_PHONE]""}",TRUE
241,"{""memcached"": ""1.6.9"", ""hit_ratio"": 0.84}",FALSE
242,"{""passport"": ""[REDACTED_PASSPORT]"", ""organ_donor"": true}",TRUE
243,"{""last_name"": ""Kulkarni"", ""sports_preference"": ""cricket""}",FALSE
244,"{""aadhar"": ""[REDACTED_AADHAR]"", ""pan_linked"": true}",TRUE
245,"{""fluentd_buffer"": ""file"", ""buffer_size"": ""256MB""}",FALSE
246,"{""name"": ""TXXXX GXXX"", ""email"": ""taXXXXXXXX@startup.io"", ""ip_address"": ""49.15.227.XXX""}",TRUE
247,"{""haproxy_backend"": ""app_servers"", ""active_servers"": 6}",FALSE
248,"{""upi_id"": ""09XXXXXXXX@okaxis"", ""reward_points"": 2500}",TRUE
249,"{""city"": ""Agra"", ""monument"": ""Taj Mahal""}",FALSE
250,"{""phone"": ""[REDACTED_PHONE]"", ""data_plan"": ""unlimited""}",TRUE
251,"{""first_name"": ""Shruti"", ""zodiac_sign"": ""Leo""}",FALSE
252,"{""name"": ""VXXXX DXXXXX"", ""address"": ""123 Linking Road, Mumbai, 400050"", ""email"": ""vaXXX@actor.com""}",TRUE
253,"{""cassandra_cluster"": ""3_nodes"", ""replication_factor"": 3}",FALSE
254,"{""passport"": ""[REDACTED_PASSPORT]"", ""machine_readable"": true}",TRUE
255,"{""last_name"": ""Sinha"", ""reading_habit"": ""fiction""}",FALSE
256,"{""aadhar"": ""[REDACTED_AADHAR]"", ""uan_linked"": true}",TRUE
257,"{""neo4j_database"": ""graph_analytics"", ""node_count"": 50000}",FALSE
258,"{""name"": ""RXXXXX DXXXXXXX"", ""phone"": ""[REDACTED_PHONE]"", ""email"": ""riXXXX@film.in""}",TRUE
259,"{""apache_kafka"": ""2.8.0"", ""topics"": 25}",FALSE
260,"{""upi_id"": ""98XXXXXXXX@ibl"", ""standing_instruction"": true}",TRUE
261,"{""city"": ""Guwahati"", ""tea_capital"": true}",FALSE
262,"{""phone"": ""[REDACTED_PHONE]"", ""hotspot_enabled"": true}",TRUE
263,"{""first_name"": ""Tanvi"", ""dance_form"": ""bharatanatyam""}",FALSE
264,"{""name"": ""SXXXXX TXXXXXXXX"", ""address"": ""456 Perry Cross Road, Mumbai, 400050"", ""ip_address"": ""203.88.142.XXX""}",TRUE
265,"{""airflow_dag"": ""data_pipeline"", ""schedule_interval"": ""@daily""}",FALSE
266,"{""passport"": ""[REDACTED_PASSPORT]"", ""special_endorsement"": false}",TRUE
267,"{""last_name"": ""Pandey"", ""cooking_skill"": ""intermediate""}",FALSE
268,"{""aadhar"": ""[REDACTED_AADHAR]"", ""ration_card_linked"": true}",TRUE
269,"{""spark_cluster"": ""4_workers"", ""memory"": ""16GB""}",FALSE
270,"{""name"": ""AXXX BXXXX"", ""email"": ""alXX@bollywood.in"", ""device_type"": ""iPhone""}",TRUE
271,"{""hdfs_replication"": 3, ""block_size"": ""128MB""}",FALSE
272,"{""upi_id"": ""87XXXXXXXX@ybl"", ""max_transaction_limit"": 200000}",TRUE
273,"{""city"": ""Dehradun"", ""hill_station"": true}",FALSE
274,"{""phone"": ""[REDACTED_PHONE]"", ""call_forwarding"": false}",TRUE
275,"{""first_name"": ""Yash"", ""favorite_cuisine"": ""Italian""}",FALSE
276,"{""name"": ""Deepika Padukone"", ""address"": ""789 Bandra West, Mumbai, 400050"", ""phone"": ""[REDACTED_PHONE]""}",TRUE
277,"{""mongodb_replica"": ""primary"", ""oplog_size"": ""2GB""}",FALSE
278,"{""passport"": ""[REDACTED_PASSPORT]"", ""chip_enabled"": true}",TRUE
279,"{""last_name"": ""Gupta"", ""travel_frequency"": ""frequent""}",FALSE
280,"{""aadhar"": ""[REDACTED_AADHAR]"", ""voter_id_linked"": true}",TRUE
281,"{""postgresql_version"": ""13.4"", ""extensions"": ""postgis,pg_stat_statements""}",FALSE
282,"{""name"": ""RXXXXX KXXXXX"", ""email"": ""raXXXX@movies.com"", ""ip_address"": ""117.196.148.XXX""}",TRUE
283,"{""consul_cluster"": ""3_agents"", ""leader_election"": true}",FALSE
284,"{""upi_id"": ""76XXXXXXXX@paytm"", ""mobile_banking"": true}",TRUE
285,"{""city"": ""Shimla"", ""altitude"": ""2205m""}",FALSE
286,"{""phone"": ""[REDACTED_PHONE]"", ""wifi_calling"": true}",TRUE
287,"{""first_name"": ""Ishita"", ""language_skills"": ""Hindi,English,French""}",FALSE
288,"{""name"": ""HXXXXXX RXXXXX"", ""address"": ""321 Juhu Beach, Mumbai, 400049"", ""email"": ""hrXXXXX@superstar.in""}",TRUE
289,"{""vault_secrets"": ""encrypted"", ""policies"": 8}",FALSE
290,"{""passport"": ""[REDACTED_PASSPORT]"", ""photo_biometric"": true}",TRUE
291,"{""last_name"": ""Saxena"", ""workout_routine"": ""yoga""}",FALSE
